name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago, IL, United States",2024-12-10,6.7,-0.8,1.3,4,-6.7,-2.7,-4.8,64.1,0,0,0,,0,0,35.3,24,293.8,1013.6,89.8,16,10.3,0.9,1,10,2024-12-10T07:07:53,2024-12-10T16:19:24,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-11,0.4,-9.8,-2.9,-5.1,-18.7,-9,-10.3,57.4,0,0,0,snow,2,0,59.9,34,273.2,1014.6,79.1,15.9,16.8,1.4,1,10,2024-12-11T07:08:43,2024-12-11T16:19:31,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-12,-9,-15.2,-11.6,-14.3,-24.8,-19.3,-20.9,46.3,0,0,0,,0,0,53.3,31.9,273.7,1030,62.3,16,23.9,2.2,2,10,2024-12-12T07:09:30,2024-12-12T16:19:40,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-13,-2.4,-13.2,-7.1,-7,-20,-12.2,-14.1,57.5,0,0,0,,0,0,33.1,19.1,59.5,1038.8,54,16,22.6,2,1,10,2024-12-13T07:10:16,2024-12-13T16:19:52,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-14,4.5,-3.4,0.9,1.2,-8.6,-3.8,-5.2,64.7,4.627,100,29.17,rain,0.1,0,42.5,26.2,115.7,1032.6,86.7,14.5,18.2,1.5,1,10,2024-12-14T07:11:01,2024-12-14T16:20:05,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-15,7.6,4.1,6.1,6,0.2,3.9,4.8,91.6,1.892,100,20.83,rain,0,0.2,45,17.8,173.2,1021.2,100,7.3,8.3,0.7,0,10,2024-12-15T07:11:43,2024-12-15T16:20:22,0.5,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-16,11.4,3.4,7.5,11.4,-1.1,5.1,5.5,87.4,0.511,100,12.5,rain,0,0,51.7,32.8,233.5,1014,88.5,9.5,11.1,0.9,1,10,2024-12-16T07:12:23,2024-12-16T16:20:40,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-17,4,1.2,2.4,1.8,-3.7,-0.8,-1.7,74.4,0,0,0,,0,0,38.4,24.9,262.1,1023,71.1,16,23.7,2.1,1,10,2024-12-17T07:13:02,2024-12-17T16:21:01,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-18,2.3,-3,0.2,-1.2,-7.6,-4.3,-4.8,69.5,0,0,0,,0,0,40.7,23.7,323.5,1026.4,88.3,15.2,15.3,1.4,1,10,2024-12-18T07:13:39,2024-12-18T16:21:25,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-19,1,-3.1,-1.1,-2.1,-6.6,-4.7,-6.5,67.2,1.073,100,20.83,"rain,snow",0.7,0.1,43.7,23.4,167.6,1023.7,96.7,13.1,16.4,1.5,1,10,2024-12-19T07:14:13,2024-12-19T16:21:50,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-20,1.5,-4.2,-0.1,1,-10.6,-5.3,-3.9,75.9,0.974,100,16.67,"rain,snow",4.9,0.6,58.2,34.1,350.9,1022.5,81,12,17.4,1.5,3,10,2024-12-20T07:14:46,2024-12-20T16:22:18,0.67,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-21,-3.2,-8.6,-5.7,-3.2,-14.4,-9.8,-12,62.3,0,0,0,,0,0.7,36,16.9,331.4,1032.5,43,16,24.5,2.1,1,10,2024-12-21T07:15:16,2024-12-21T16:22:47,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-22,1,-8.3,-2.8,-3.5,-11.7,-6.7,-7.8,68.9,0,0,0,,0,0.5,53.5,28.1,173.2,1028.8,68.3,16,22.5,2.1,1,10,2024-12-22T07:15:45,2024-12-22T16:23:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-23,5,0.5,2.8,4.6,-5.3,-1.1,-2.7,67.2,0,0,0,,0,0.3,47.9,27,205.3,1020.2,96.5,16,5.8,0.5,0,10,2024-12-23T07:16:11,2024-12-23T16:23:54,0.77,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-24,3.6,1.1,2.3,1.3,-2.9,-1,-2.4,71.3,0,0,0,,0,0,28.4,22.2,13.1,1027.1,97,14.4,18.9,1.5,1,10,2024-12-24T07:16:35,2024-12-24T16:24:30,0.8,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-25,3.9,1.3,2.6,1.6,-1.3,0,-1,77.2,0,0,0,,0,0,26.3,16.3,80.4,1025.9,100,12.1,13,1.1,1,10,2024-12-25T07:16:57,2024-12-25T16:25:08,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-26,9.2,3.7,7.1,7.5,1.9,5.2,5.5,89.3,0.584,100,16.67,rain,0,0,38.9,17.4,150.2,1021.9,100,6.7,9.2,0.8,1,10,2024-12-26T07:17:16,2024-12-26T16:25:48,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-27,11.5,8.2,9.5,11.5,6.3,8.2,7.3,86.3,5.324,100,45.83,rain,0,0,38.9,21.3,139.8,1011.4,99.9,10.9,7,0.7,0,10,2024-12-27T07:17:33,2024-12-27T16:26:31,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-28,11.4,7.7,9.7,11.4,5.4,8.8,6.3,79.5,0.279,100,12.5,rain,0,0,62.4,31.5,233.4,1012.5,88.6,15.1,21.1,1.9,1,10,2024-12-28T07:17:48,2024-12-28T16:27:15,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-29,8.6,3,6.4,6.7,-1.3,3.4,4.5,87.6,13.349,100,50,rain,0,0,41.8,23.9,4.3,1006.3,97.6,12.3,2.7,0.1,0,10,2024-12-29T07:18:01,2024-12-29T16:28:01,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-30,5.3,0.8,3.3,4.4,-3.3,0.7,0.7,83.6,0,0,0,,0,0,26.3,18.9,255.8,1008.3,81,14.3,33.5,2.8,2,10,2024-12-30T07:18:12,2024-12-30T16:28:49,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-31,5.6,2,3.9,2.6,-3,-0.7,1.2,82.8,12.695,100,70.83,rain,0,0,55,35.3,8.3,1007.1,99.9,13.9,7.4,0.7,0,10,2024-12-31T07:18:20,2024-12-31T16:29:38,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-01,1.9,-4,-1,-2.2,-10.9,-6.9,-7.1,63.5,0.737,100,4.17,"rain,snow",0,0,49,28.8,279.8,1019.8,96.8,15.9,16.8,1.3,1,10,2025-01-01T07:18:25,2025-01-01T16:30:30,0.06,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-02,0.4,-4,-2,-3.1,-10.2,-7,-8.8,60.8,0.025,100,4.17,"rain,snow",0.3,0,38.9,20.6,274.8,1024.5,88.7,15.2,29.9,2.6,3,10,2025-01-02T07:18:29,2025-01-02T16:31:23,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-03,-3,-6.8,-4.5,-8.2,-13.2,-10.9,-11.8,57.5,0,0,0,snow,0.8,0,47.9,29.3,296.4,1025.4,50.2,15.9,29,2.6,2,10,2025-01-03T07:18:30,2025-01-03T16:32:18,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-04,-3.9,-10.2,-7.1,-8.7,-17.2,-13.2,-16.9,46.8,0,0,0,,0,0,42.8,19.5,296.2,1028.2,42.5,16,32.6,3,2,10,2025-01-04T07:18:29,2025-01-04T16:33:14,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-05,-2.6,-8.5,-6.2,-6.9,-14.2,-11.6,-14.7,52.8,0.152,100,8.33,snow,0.3,0,43.2,23.6,357,1024,90.8,15.2,23.5,2,1,10,2025-01-05T07:18:25,2025-01-05T16:34:11,0.21,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-06,-0.4,-5.2,-2.6,-6.7,-11.9,-9.1,-6.1,76.8,0.068,100,8.33,"rain,snow",7,0,53.6,32.8,357.5,1022.3,99.2,13.6,12.7,1,1,10,2025-01-06T07:18:19,2025-01-06T16:35:11,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-07,-2.9,-8.5,-5.5,-6.1,-13.5,-10.3,-11.5,63.3,0,0,0,snow,1.5,0,32.4,21,318.3,1031.3,66.2,16,35,3.2,1,10,2025-01-07T07:18:11,2025-01-07T16:36:11,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-08,-3.1,-9.5,-6.2,-7,-14.7,-10.5,-13.4,57.4,0,0,0,,0,0.3,31,17.6,301.3,1027.8,47.2,16,29.7,2.6,1,10,2025-01-08T07:18:00,2025-01-08T16:37:13,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-09,-2,-9.6,-6,-7.5,-13.9,-10.8,-13,58.5,0,0,0,snow,0.5,0.5,50,22.2,202.5,1024.6,34.4,16,35.4,3.2,2,10,2025-01-09T07:17:47,2025-01-09T16:38:16,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-10,-1.2,-6.2,-2.9,-4.6,-13.2,-7.7,-5.9,79.8,1.599,100,41.67,"rain,snow",1.7,1.9,37.4,21.5,223.2,1013.2,98.1,6.7,7.9,0.7,0,10,2025-01-10T07:17:32,2025-01-10T16:39:21,0.39,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-11,0.4,-2.9,-1.4,-3.7,-8.1,-5.8,-5.9,71.4,0,0,0,,0,2.5,37.1,20.1,243.7,1010.4,93.6,15.1,34.1,3,2,10,2025-01-11T07:17:14,2025-01-11T16:40:26,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-12,2,-5.1,-0.9,-3.6,-12.9,-6.9,-5,74.1,0.626,100,16.67,"rain,snow",0.8,3.1,51.6,34.9,228.7,1010.4,96.7,12.1,10.4,0.8,1,10,2025-01-12T07:16:54,2025-01-12T16:41:33,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-13,-6.4,-12.3,-9.2,-13.9,-21.9,-17.1,-15.7,59.7,0,0,0,,0,1.4,44.9,29.7,265,1021.6,15.4,16,49.1,4.3,3,10,2025-01-13T07:16:32,2025-01-13T16:42:41,0.5,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-14,-8.4,-11.9,-9.8,-13.9,-20,-16.4,-15.9,61.9,0.057,100,4.17,snow,0.5,1.7,50.8,29.3,289.2,1027.8,51.2,13.5,44.9,3.8,3,10,2025-01-14T07:16:07,2025-01-14T16:43:49,0.53,"Snow, Partially cloudy",Clearing in the afternoon with morning snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-15,-6.9,-15,-10.6,-14.3,-21.8,-17.7,-16.4,62.9,0,0,0,,0,2.4,49,28,228,1029.5,39.7,15.5,48.3,4.2,3,10,2025-01-15T07:15:41,2025-01-15T16:44:59,0.56,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-16,3.6,-7.3,-0.8,-0.1,-14.6,-5.8,-6.5,65.7,0.054,100,4.17,snow,0.2,2.4,42.5,26.4,270.7,1014.2,86,15,28.2,2.5,3,10,2025-01-16T07:15:12,2025-01-16T16:46:09,0.59,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-17,8,-2.9,2.7,3.4,-7.2,-1.6,-3.4,65,0,0,0,,0,0,62.8,38.1,201.4,1007.6,52.3,16,39.8,3.4,2,10,2025-01-17T07:14:40,2025-01-17T16:47:21,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-18,5.3,-7.1,-0.9,1.9,-14.8,-6.4,-10.4,49.3,0,0,0,,0,0,54.4,33.6,336.5,1013.1,86,16,47,4.1,4,10,2025-01-18T07:14:07,2025-01-18T16:48:33,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-19,-8.3,-16.3,-12.9,-16.8,-26.4,-21.9,-22.8,43.4,0,0,0,,0,0,43.9,26.8,315.2,1025.8,57.1,16,54.9,4.7,5,10,2025-01-19T07:13:31,2025-01-19T16:49:45,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-20,-11,-18.1,-14.9,-19.9,-28.1,-23.9,-23.8,47.3,0,0,0,,0,0,48.2,29.7,275.4,1033.7,37.2,15.8,49.6,4.3,4,10,2025-01-20T07:12:54,2025-01-20T16:50:59,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-21,-16.7,-21.3,-18.5,-25.6,-32.4,-28.7,-27,47.6,0,0,0,,0,0,41.3,26.8,260.1,1036,18.4,16,59.1,5,4,10,2025-01-21T07:12:14,2025-01-21T16:52:13,0.75,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,KPWK,74466504838"
"Chicago, IL, United States",2025-01-22,-3.9,-17.8,-9.5,-8.6,-28.5,-17.6,-16.4,57.7,0.108,100,8.33,snow,0.3,0,50,32.1,204.7,1023.5,93.3,13.3,23.9,2,1,10,2025-01-22T07:11:32,2025-01-22T16:53:27,0.78,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-23,-3.5,-11.9,-6.9,-8.9,-18.1,-13.3,-12.4,65.8,0.029,100,4.17,snow,0.6,0.3,48.2,25.2,294.7,1023.5,36.3,13.1,53,4.6,5,10,2025-01-23T07:10:48,2025-01-23T16:54:42,0.81,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-24,-5.1,-15.9,-9.9,-11.4,-21.7,-16.2,-16.4,60.7,0,0,0,,0,0,40.4,24.8,219.4,1025.3,28.8,16,54,4.7,4,10,2025-01-24T07:10:02,2025-01-24T16:55:58,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-25,5.9,-5.2,-0.5,1.2,-11.8,-6.2,-9,53.5,0,0,0,,0,0,61,38.4,249.7,1020.6,85.3,16,56.1,4.8,4,10,2025-01-25T07:09:14,2025-01-25T16:57:13,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-26,-0.1,-6.9,-3.8,-4.8,-13.2,-8.7,-12.6,51.1,0,0,0,,0,0,42.5,22.4,276.7,1027,61.6,16,56.6,4.9,4,10,2025-01-26T07:08:24,2025-01-26T16:58:30,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-27,6.7,-7.6,0,2.4,-14.1,-5.5,-11.9,42.4,0,0,0,,0,0,63,39.2,247.3,1014.1,27.6,16,64.7,5.7,5,10,2025-01-27T07:07:32,2025-01-27T16:59:46,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-28,8.9,-1.8,4.2,5.3,-5.2,0.3,-5.9,48.7,0,0,0,,0,0,63,36.1,249.6,1006,21.7,16,54.7,4.8,4,10,2025-01-28T07:06:39,2025-01-28T17:01:03,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-29,8.7,2.6,5.2,5.4,-1.8,1.8,-5.3,47.3,0,0,0,,0,0,47.3,28.1,283.5,1011.8,29.2,16,60.8,5.2,4,10,2025-01-29T07:05:43,2025-01-29T17:02:20,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-30,9.6,-1.6,4.1,6.3,-3.7,1.8,-1.9,67.2,6.744,100,29.17,rain,0,0,43.1,26.7,202.6,1013.9,60.2,13.1,36.9,3.3,3,10,2025-01-30T07:04:46,2025-01-30T17:03:37,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-31,4.9,1.6,3.7,3.6,-4.1,-0.5,1.4,85.5,20.541,100,58.33,rain,0,0,51.8,36.6,29.9,1009.9,84.2,7.9,8.3,0.7,1,10,2025-01-31T07:03:47,2025-01-31T17:04:54,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-01,1.5,-0.9,0.1,-3.7,-6.9,-5.3,-6,63.8,0,0,0,,0,0,42.5,27.2,76.3,1025.7,90.8,16,45.4,3.9,2,10,2025-02-01T07:02:46,2025-02-01T17:06:12,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-02,6.8,-0.1,3.8,6.8,-5.9,0.7,-0.1,75.8,0,0,0,,0,0,41.4,24.3,187.6,1016,98.4,15.5,24.5,2.2,2,10,2025-02-02T07:01:43,2025-02-02T17:07:29,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-03,7.9,1.4,4.6,6,-4.1,1.4,2.2,84.5,0,0,0,,0,0,50,29.3,6.9,1013.5,96.3,11.3,13.2,1.3,1,10,2025-02-03T07:00:39,2025-02-03T17:08:46,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-04,1,-4.3,-2.4,-4,-11.2,-8.3,-8.2,64.6,0,0,0,,0,0,48.6,29.2,5.7,1029.9,79.1,15.9,23.6,2.1,1,10,2025-02-04T06:59:33,2025-02-04T17:10:04,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-05,-0.1,-2.9,-1.7,-5.2,-9.4,-7.4,-7.5,65.2,0.198,100,8.33,"rain,snow",0,0,42.8,25.1,90.5,1024.2,99.4,14.4,26,2.2,2,10,2025-02-05T06:58:25,2025-02-05T17:11:21,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-06,3.5,-1.2,0.7,-0.9,-8,-4.1,-4.4,71.1,0.069,100,4.17,"rain,snow",0.5,0,59.5,35,267.7,1013.4,75.6,12.8,35.1,2.9,2,10,2025-02-06T06:57:16,2025-02-06T17:12:39,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-07,0.4,-6.4,-3.1,-1.1,-12.3,-6.8,-14.9,40,0,0,0,,0,0,49.9,25.9,295.5,1025.9,75.4,16,60.7,5.1,3,10,2025-02-07T06:56:05,2025-02-07T17:13:56,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-08,0.7,-2,-0.5,-3.3,-6,-4.8,-6.7,63.9,0.054,100,4.17,"rain,snow",0.8,0,35.3,21.4,70.9,1017.1,99.7,14.4,11.5,0.9,1,10,2025-02-08T06:54:53,2025-02-08T17:15:13,0.36,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-09,0,-4.5,-2.3,-1.2,-11.3,-6.7,-9.5,58.2,0,0,0,,0,0,37.8,23.8,308,1027.8,70,15.9,76.7,6.7,4,10,2025-02-09T06:53:39,2025-02-09T17:16:30,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-10,1.6,-7.5,-3.1,-0.4,-11.1,-6.7,-13.5,45.7,0,0,0,,0,0,27.7,13.5,254,1032.6,48.4,16,116.3,10,6,10,2025-02-10T06:52:24,2025-02-10T17:17:47,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-11,-1.6,-4.3,-3.3,-1.6,-11.3,-8.7,-8.9,65.6,0,0,0,,0,0,43.9,26.1,21.8,1026.3,99.8,15.2,22.3,1.9,1,10,2025-02-11T06:51:08,2025-02-11T17:19:04,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-12,-1.8,-4.3,-2.9,-6.6,-11.1,-8.9,-6.5,76.6,1.825,100,37.5,"rain,snow",2.8,1.9,42.8,27.9,53.4,1015.9,100,8.7,8.6,0.6,0,10,2025-02-12T06:49:50,2025-02-12T17:20:20,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-13,-2.9,-13.1,-7.8,-7.5,-20.6,-15.2,-13.6,64.4,0,0,0,snow,1.6,6.5,45.4,31.1,283.8,1024.9,46.7,14.8,84.9,7.2,5,10,2025-02-13T06:48:31,2025-02-13T17:21:36,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-14,-3.3,-14.7,-8.7,-8.8,-21.5,-14.5,-15.2,60.6,1.385,100,16.67,snow,3.8,3.7,39.2,22.4,158.6,1034.1,72.9,14.2,51.2,4.4,3,10,2025-02-14T06:47:10,2025-02-14T17:22:52,0.57,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
